,window_size,memory_gb
0,50000.0,0.10767942667007446
1,75000.0,0.35749219357967377
2,100000.0,0.7691080793738365
3,125000.0,1.4047818183898926
4,150000.0,2.209474191069603
5,175000.0,3.4714415296912193
6,200000.0,5.649311542510986
7,225000.0,7.959873646497726
8,250000.0,10.859102949500084
9,275000.0,13.223527736961842
10,300000.0,15.76332975924015
11,325000.0,21.373014226555824
