,errors
319,6.446556343146452
320,6.444611300438221
321,6.444329987690902
322,6.437799038737917
323,6.428474059309112
324,6.427748340963414
325,6.422146543629865
326,6.420671487632396
327,6.399219190912179
328,6.398180878871748
329,6.345592469919226
330,6.344110912473935
331,6.281376920652696
332,6.2810829653453455
333,6.264772981599455
334,6.262768684247162
335,6.262133192636943
336,6.037429804484266
337,5.986729696952347
338,5.985923460592767
339,5.9748413965271014
340,5.592028996407961
341,5.583364372807397
342,5.490174276950803
343,5.370038079079209
344,5.2675117690523345
345,5.234282531558122
346,5.228936677668485
347,5.224623919251987
348,5.22458226493856
349,5.21335457217312
350,5.21272955791757
351,5.211520516388249
352,5.204100626893818
353,5.024182928682861
354,5.01723107223928
355,5.017185723812572
356,4.994261884398275
357,4.994131611360574
358,4.988724980984102
359,4.898736834035823
360,4.880826071097969
361,4.880825825794355
362,4.854863448129966
363,4.853107491316126
364,4.851652953519836
365,4.850264682376162
366,4.849467853797423
367,4.843832867680877
368,4.843666969603067
369,4.830357520776056
370,4.8080828069793125
371,4.807105468272149
372,4.795409407326178
373,4.700440254924919
374,4.689508964572441
375,4.689129993722891
376,4.68098447445489
377,4.669330040016975
378,4.66716800753143
379,4.6563032866021095
380,4.6562920657312095
381,4.611330721660839
382,4.61109442037142
383,4.607229023596307
384,4.60405865977073
385,4.603961337764763
386,4.5968359538649155
387,4.591044761727243
388,4.590890168795862
389,4.582274514293075
390,4.5815905237076935
391,4.579409759136071
392,4.576208346570428
393,4.559739262829535
394,4.405279680836482
395,4.376068814380557
396,4.376049052471552
397,4.375801213010459
398,4.373436215532252
399,4.369657859374664
400,4.367642243010497
401,4.366864164801514
402,4.358607955411918
403,4.356430184025465
404,4.355962910566499
405,4.35120219249299
406,4.350274604109026
407,4.349128848618065
408,4.3489376819919
409,4.346877700836279
410,4.346875068601784
411,4.3426776502754185
412,4.318252911989093
413,4.307999184146919
414,4.28641924785277
415,4.285644479238649
416,4.282712652329308
417,4.2583360414718685
418,4.256466354727631
419,4.247067813125063
420,4.229590862905952
421,4.229189323247656
422,4.197960015236883
423,4.197944699644459
424,4.170760810771667
425,4.165099795553212
426,4.164825571981141
427,4.161784241783393
428,4.157386045102153
429,4.157340090864331
430,4.156574724183352
431,4.155109778097754
432,4.153619635721291
433,4.146368422331792
434,4.144259562717351
435,4.131795442752444
436,4.078357418679478
437,4.075545108838205
438,4.074949882787938
439,4.04227797356404
440,4.040958328966489
441,4.031312108220744
442,4.026967993322817
443,4.024502695552609
444,3.9823321592861167
445,3.9791806744538514
446,3.9778001873959186
447,3.919962160113339
448,3.914040609193665
449,3.9127860942710586
450,3.9008148719001046
451,3.8971917493046613
452,3.897184171630087
453,3.896792583016143
454,3.890415401372866
455,3.886881285209178
456,3.886800629947904
457,3.886441581990081
458,3.878099955726161
459,3.8741313227191165
460,3.873768935799593
461,3.868194335099448
462,3.8681911798242803
463,3.8659425491688073
464,3.864897556810307
465,3.862308087343332
466,3.8555477571185284
467,3.855215113483508
468,3.82634032992072
469,3.824821830957664
470,3.8244341002647704
471,3.8243963925626847
472,3.82437421122674
473,3.8098399976232993
474,3.785367077666038
475,3.7605373838050014
476,3.7503266359801883
477,3.7451490983257374
478,3.7421581749434125
479,3.735965014175926
480,3.5097403372269453
481,3.509198964733996
482,3.5083109537800743
483,3.50830582009154
484,3.4718126421152586
485,3.464990447369822
486,3.4529656501429558
487,3.4516268139475743
488,3.4458807977597035
489,3.442288114189135
490,3.442282922873958
491,3.4414702225202634
492,3.44036970351469
493,3.438935391176737
494,3.438382410818973
495,3.42571870561077
496,3.424126338495514
497,3.423253187629492
498,3.402448640225451
499,3.402250627401485
500,3.3470133272480145
501,3.3276925476244865
502,3.3226695433903197
503,3.3166023222957843
504,3.312869890504875
505,3.3065698572300475
506,3.2888255114822877
507,3.286265415155153
508,3.283706595392929
509,3.2834469426580113
510,3.282629594926495
511,3.281384066887706
512,3.280951312865498
513,3.28063659214378
514,3.2804641052479977
515,3.2791785860830984
516,3.279146913535629
517,3.278165285340645
518,3.2767568532164644
519,3.275842009358868
520,3.2366170634435343
521,3.2291811347517334
522,3.228973791008228
523,3.225724109283252
524,3.225047253324782
525,3.2241754812749432
526,3.22400091936435
527,3.223980094598267
528,3.2238250174438403
529,3.22290172155561
530,3.2203300879606913
531,3.2183288165432473
532,3.217223077704603
533,3.216167985239027
534,3.216167948951426
535,3.214288762982407
536,3.2134674364302844
537,3.2117917912061795
538,3.211749830694038
539,3.2102779977841234
540,3.2081981055812943
541,3.2072695920676013
542,3.190851155657559
543,3.1908436024876816
544,3.1902623116376025
545,3.1890124421155823
546,3.188349574203247
547,3.16266940226738
548,3.121228851701152
549,3.1211554307006337
550,3.11992638362911
551,3.110864278913344
552,3.110864093900161
553,3.110790764954578
554,3.0855643472402785
555,3.0850650210902733
556,3.08495335756029
557,3.084074523771103
558,3.0821890369928737
559,3.081975720574939
560,3.0816876274936753
561,3.0813080397739543
562,3.0792625273206062
563,3.078924598269476
564,3.07827137631867
565,3.0761023799365033
566,3.076100168849691
567,3.0758720568327886
568,3.075481120136904
569,3.069467161008681
570,3.044660980524653
571,2.752298840843908
572,2.7475023322153307
573,2.7212925461214903
574,2.7186602363901393
575,2.714056150163098
576,2.713651275199151
577,2.713604623076906
578,2.577979184249779
579,2.577668823459019
580,2.5747883719626303
581,2.5747024963956386
582,2.573130805957884
583,2.5724394180366312
584,2.5720137017782583
585,2.565196248712188
586,2.563637011015785
587,2.5633732672886826
588,2.5630696290318076
589,2.561996301037706
590,2.5616594674713284
591,2.561188427687932
592,2.5591710869897586
593,2.5582432614837436
594,2.5582432544076545
595,2.55728732851427
596,2.5571156412204386
597,2.5565336797999194
598,2.5559519762361558
599,2.554946258413348
600,2.554161934718223
601,2.553984625165777
602,2.5499844955540056
603,2.5471625166522993
604,2.5462409029943656
605,2.5459576712218133
606,2.5459563621726606
607,2.5449924957772923
608,2.542007097783505
609,2.5407906970103693
610,2.540555048534709
611,2.539609150583957
612,1.9743161820616553
613,1.9737085734234576
614,1.9722129980482872
615,1.9427483973934068
616,1.9410461028565282
617,1.9408674617455113
618,1.9370036311331231
619,1.9363569327821193
620,1.9347881057124416
621,1.9347113741376631
622,1.9325490438822024
623,1.9320554384192565
624,1.9317809986738088
625,1.9313559998757535
626,1.9309024744031615
627,1.9309008806670946
628,1.9307245946656058
629,1.9302987893243888
630,1.9294641859645183
631,1.9283307555171842
632,1.9224176915594329
633,1.9194170977093374
634,1.919401692549071
635,1.9142846709812527
636,1.9136374694164335
637,1.9127728012659662
638,1.9127472485323596
639,1.911028962042814
640,1.905197197851482
641,1.9051641367717083
642,1.9051438460110552
643,1.9051364382380749
644,1.904904970964264
645,1.9045863536081173
646,1.9033648367548206
647,1.9007717990202027
648,1.900415750616216
649,1.9002063484225418
650,1.899979875139359
651,1.8954586872447707
652,1.8930201013446335
653,1.8741588821315058
654,1.874041637308361
655,1.8740200516867649
656,1.8707177484631379
657,1.8692843530281615
658,1.8683999257490633
659,1.8676800213845781
660,1.8672306463614552
661,1.8657538772145155
662,1.861407321782356
663,1.8612474451639622
664,1.861109203686526
665,1.8609063653469056
666,1.860528644729364
667,1.8605158141971139
668,1.857859147015364
669,1.8458921998531161
670,1.8455421019391345
671,1.8455379821684768
672,1.8450120142374182
673,1.8447848512266358
674,1.8440160361067717
675,1.8393393978096901
676,1.8387024251872053
677,1.7938399545958494
678,1.7931838746018582
679,1.7929274012986336
680,1.7928387999323838
681,1.7810481591776905
682,1.7810091060747006
683,1.7806820467506856
684,1.7806652904308449
685,1.780556707672402
686,1.7802634807065227
687,1.7798566465348105
688,1.7797442939277304
689,1.7797058775611612
690,1.7771475429654413
691,1.7760789318078014
692,1.775821617048278
693,1.766557847730451
694,1.7588217509248527
695,1.7581586956120163
696,1.7581581541669704
697,1.7580020094492619
698,1.7573844679366664
699,1.7561637452725063
700,1.7558918089886197
701,1.7558486023699245
702,1.7545082756742987
703,1.7539108383951747
704,1.7477192144871232
705,1.7476589279678547
706,1.7450328105045891
707,1.7447407034791442
708,1.744709359955343
709,1.7439937911590773
710,1.7435030411404913
711,1.7434051953230942
712,1.740802936901196
713,1.7361219620022272
714,1.733887592389981
715,1.7334462412692742
716,1.7274033330405494
717,1.6906330374549392
718,1.6817715064585
719,1.6817564827080738
720,1.6690457258575904
721,1.6682721754913499
722,1.667137811231667
723,1.6615840968959212
724,1.6593488824683524
725,1.6588543574507986
726,1.6584385967170998
727,1.6581794540534345
728,1.6576577319693915
729,1.65576338874705
730,1.6557372409851585
731,1.6552535323696784
732,1.6550064634094157
733,1.6546383166035252
734,1.6526659543512146
735,1.6480811342528963
736,1.6472548567096177
737,1.6461439468879373
738,1.6443728869418652
739,1.6442884391705483
740,1.644117225190806
741,1.6440507583005588
742,1.6439091379308686
743,1.6408936661683275
744,1.6404291041820258
745,1.6379436208845373
746,1.6369637727167474
747,1.6365293568010595
748,1.6364513505325016
749,1.635851723882026
750,1.6357163515219146
751,1.6351181032271873
752,1.6344862079281088
753,1.6321460054850894
754,1.6317270201800047
755,1.6312714482566586
756,1.6312391586360828
757,1.6304115621207516
758,1.6253767900754477
759,1.625019830512586
760,1.6234600399879742
761,1.623301352363158
762,1.6225623546862626
763,1.620863720664414
764,1.620053675468166
765,1.6199968890496297
766,1.6194841944043232
767,1.6189489120668166
768,1.6188256643447883
769,1.6186705368667045
770,1.6176128176207225
771,1.6173727446088315
772,1.6172520255319545
773,1.6165996733992516
774,1.616581472706721
775,1.6157455286627596
776,1.6147729421537054
777,1.6147606359964948
778,1.6146330061746372
779,1.6138742311448362
780,1.6133950217131547
781,1.6129191543395844
782,1.6124531174464527
783,1.6118481573331767
784,1.6116888999506975
785,1.6107385988292489
786,1.6090634716820469
787,1.6090602180764433
