longitude,latitude,height,easting,northing,g_z
-0.15168539325842711,-0.48008861120527063,1091.5,-16885.540738305557,-53086.08002829511,6.368816202744344
-0.14719101123595507,-0.4925336025218503,1076.2,-16385.228420133528,-54462.226166671884,6.489248327664488
0.09026217228464428,-0.49502140616157,1222.2,10047.939056621331,-54737.32360508493,5.131214005559062
0.098002996254682,-0.48008861120527063,1228.6,10909.643639286298,-53086.08002829511,5.6601732146016595
0.10873857677902621,-0.47287159140289126,1232.9,12104.72299662648,-52288.03532452593,8.41149242105509
0.12896329588015,-0.4706316721594463,1229.9,14356.12842840057,-52040.34936828969,7.872729064168969
0.18789063670411987,-0.481334006304626,1199.7,20915.89000272658,-53223.79360135244,6.166035480868639
0.19887640449438182,-0.49004430560263507,1202.4,22138.820079111687,-54186.963707900744,6.020705034794787
0.22634157303370783,-0.5,1188.7,25196.228655460895,-55287.84904552575,6.094210972744387
0.23757752808988808,-0.48631110686356044,1200.9,26447.009450890993,-53774.15277609885,7.109826066749319
0.25180973782771565,-0.47635541246619606,1203.9,28031.331791769022,-52673.26970953494,7.241653232823536
0.26104868913857693,-0.4788447093854108,1207.6,29059.80714715795,-52948.53160480051,4.834543585566607
0.2742816479400749,-0.4788447093854108,1199.7,30532.893382629074,-52948.53160480051,6.389558343581283
0.2892629213483149,-0.48008861120527063,1199.7,32200.601109869156,-53086.08002829511,6.265029169222047
0.30474456928838967,-0.4738676088264763,1200.9,33924.01027519901,-52398.17303905484,7.587560057255747
0.31722846441947583,-0.4915375850982652,1175.6,35313.71112430815,-54352.08814580065,6.379554468790307
0.3284644194756555,-0.47660479014196583,1203.9,36564.49191973818,-52700.845431745176,4.035869234949623
0.33220973782771523,-0.4987546049006446,1168.0,36981.41885154817,-55150.13508359997,4.763567140764337
0.35143520599250944,-0.4838218099443457,1184.7,39121.58817791535,-53498.8905754544,7.306379735646697
0.36242247191011223,-0.483573925548071,1193.6,40344.68502507319,-53471.479948007254,5.135163378970009
0.382647191011236,-0.48083525095308594,1188.7,42596.090456847276,-53168.64211939764,4.978873222231374
0.4013737827715357,-0.48631110686356044,1173.8,44680.72511589735,-53774.15277609885,5.605865089462378
0.4273408239700375,-0.4902936832784059,1183.5,47571.36291952253,-54214.53948643243,7.902746871654207
0.45255880149812755,-0.48979492792686524,1161.0,50378.61533678573,-54159.387930409786,3.233000098562627
-0.30274606741573007,-0.32329426416412976,405.4,-33701.538064385146,-35748.221371619205,8.614215723045708
-0.2867670411985016,-0.32827285800255973,532.8,-31922.7610025109,-36298.73479841065,9.10928698229572
-0.2712853932584268,-0.334493860381354,579.1,-30199.351837181046,-36986.629291248944,9.107633875132468
-0.257053183520599,-0.34071635603964334,652.0,-28615.02949630299,-37674.68934722444,9.154671387148577
-0.24157303370786526,-0.3469388516979337,719.9,-26891.78710174587,-38362.74985351934,8.475500829475168
-0.22434456928838958,-0.353159854076728,823.0,-24973.923215419807,-39050.645696879,9.680892760602779
-0.2083640449438201,-0.35938234973501726,937.9,-23194.97938277282,-39738.70712837013,7.5849152792512236
-0.19113558052434443,-0.36684874721316696,919.0,-21277.115496446757,-40564.3154251791,7.61221495267833
-0.17565543071161038,-0.3897452017196611,720.2,-19553.873101889618,-43096.13024199876,6.483386867601922
-0.17565543071161038,-0.3631155484740924,769.6,-19553.873101889618,-40151.51119040247,6.551929029902677
-0.17041198501872673,-0.3812842800974219,947.3,-18970.175397355622,-42160.54849834408,7.860684073700363
-0.17041198501872673,-0.3643594502939522,890.0,-18970.175397355622,-40289.05754215251,8.966884113964074
-0.16916404494381998,-0.40866057309080484,919.0,-18831.255343676487,-45187.73519057571,7.417105750637874
-0.16317153558052422,-0.3730712428714573,968.3,-18164.172252780478,-41252.37791246114,8.75373822015633
-0.16092434456928822,-0.42906922395757924,992.1,-17914.016093694467,-47444.468104791194,7.269730298504056
-0.15343370786516825,-0.3730712428714573,1036.3,-17080.16223007442,-41252.37791246114,9.011165712222057
-0.1501872659176029,-0.4440020189138781,1079.0,-16718.769965581523,-49095.699665321044,5.585040556648806
-0.14344569288389508,-0.46515581624897173,999.7,-15968.301488323506,-51434.8401058881,7.0495354834539885
-0.1416973782771534,-0.4527123182118871,1061.3,-15773.67999655458,-50058.864587913835,6.154070975726109
-0.1416973782771534,-0.3755590465111765,1089.6,-15773.67999655458,-41527.4709474616,7.84500391144238
-0.13146067415730328,-0.4664012113483272,1067.7,-14634.135306531458,-51572.55337851353,5.901662767846291
-0.12746516853932588,-0.36187164665423255,1127.7,-14189.357655676551,-40013.96485783113,9.07213816400943
-0.1177273408239699,-0.46142261750989666,1150.6,-13105.347632970499,-51022.03068295905,7.792482487616737
-0.11672958801498112,-0.3544052491760834,1200.9,-12994.278298336307,-39188.35701847329,8.094057317198354
-0.10823970037453212,-0.46142261750989666,1410.9,-12049.18832930942,-51022.03068295905,7.692191731390498
-0.09974981273408207,-0.426579927038364,1728.2,-11104.09836028241,-47169.208124320474,9.71994931303922
-0.09875205992509334,-0.36062625155487765,1318.9,-10993.029025648228,-39876.2534227601,9.45201507093337
-0.09525543071161052,-0.3631155484740924,1680.0,-10603.786042110436,-40151.51119040247,9.558183999123154
-0.09500674157303363,-0.4141364290012799,1737.6,-10576.102093838237,-45793.23981024819,8.66022194503069
-0.09425767790262174,-0.45520161513110236,1488.9,-10492.716707476246,-50334.12554740655,8.603679985944186
-0.09325842696629222,-0.43653562143572844,1692.5,-10381.480602069343,-48270.08346970159,9.466171564601906
-0.09026217228464434,-0.36933804413238225,1775.4,-10047.939056621339,-40839.57338580301,8.420259670137483
-0.0852689138576776,-0.4477352176529532,1639.2,-9492.09207113218,-49508.50807908684,6.279839393581249
-0.0852689138576776,-0.40915783516284987,1792.2,-9492.09207113218,-45242.72100315146,8.82834412432591
-0.0765288389513109,-0.36809264903302685,1780.0,-8519.15138306037,-40701.861834884,10.327649995017707
-0.07328389513108613,-0.3992036340449805,1715.7,-8157.925889340168,-44142.01466801915,8.439069056260587
-0.06429513108614193,-0.3718258477721019,1781.5,-7157.301252996095,-41114.66630272801,10.514643310806655
-0.06379475655430705,-0.38427083908868165,1699.5,-7101.599814906313,-42490.79256442976,9.44288462309489
-0.06104868913857686,-0.3643594502939522,1784.6,-6795.908988503226,-40289.05754215251,9.873878689354461
-0.05730337078651665,-0.39298113838669063,1666.3,-6378.982056693182,-43453.95005468994,9.988673023440013
-0.05455730337078646,-0.3544052491760834,1817.2,-6073.291230290097,-39188.35701847329,10.93997950789517
-0.04132284644194717,-0.34818275351779304,1733.4,-4600.038224046196,-38500.29596098545,9.430602755251797
-0.038576779026217034,-0.39298113838669063,1636.5,-4294.347397643116,-43453.95005468994,9.331452884461186
-0.030086891385767534,-0.34071635603964334,1702.9,-3349.257428616171,-37674.68934722444,8.350218258482784
-0.024843445692883603,-0.3877546601519859,1603.2,-2765.5597240821485,-42876.02241542326,8.802689697670083
-0.02109812734082389,-0.3257835610833445,1676.4,-2348.6327922721584,-36023.47805056079,9.949313966238513
